recid,year,amount,dept_code,cofog_level1_code,cofog_level2_code,cofog_level3_code,pog,id_or_non_id,cap_or_cur,cg_lg_or_pc,nuts_region
2006-107,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_North East
2007-107,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_North East
2008-107,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_North East
2009-107,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_North East
2010-107,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_North East
2004-108,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_North West
2005-108,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_North West
2006-108,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_North West
2007-108,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_North West
2008-108,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_North West
2009-108,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_North West
2010-108,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_North West
2004-109,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2005-109,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2006-109,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2007-109,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2008-109,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2009-109,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2010-109,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2004-110,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_East Midlands
2005-110,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_East Midlands
2006-110,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_East Midlands
2007-110,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_East Midlands
2008-110,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_East Midlands
2009-110,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_East Midlands
2010-110,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_East Midlands
2004-111,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_West Midlands
2005-111,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_West Midlands
2006-111,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_West Midlands
2007-111,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_West Midlands
2008-111,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_West Midlands
2009-111,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_West Midlands
2010-111,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_West Midlands
2004-112,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_East
2005-112,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_East
2006-112,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_East
2007-112,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_East
2008-112,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_East
2009-112,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_East
2010-112,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_East
2004-113,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_London
2005-113,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_London
2006-113,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_London
2007-113,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_London
2008-113,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_London
2009-113,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_London
2010-113,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_London
2004-114,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_South East
2005-114,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_South East
2006-114,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_South East
2007-114,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_South East
2008-114,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_South East
2009-114,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_South East
2010-114,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_South East
2004-115,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_South West
2005-115,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_South West
2006-115,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_South West
2007-115,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_South West
2008-115,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_South West
2009-115,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_South West
2010-115,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,ENGLAND_South West
2004-116,2004,52358000.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,OUTSIDE UK
2005-116,2005,42167000.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,OUTSIDE UK
2006-116,2006,40638000.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,OUTSIDE UK
2007-116,2007,48530000.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,OUTSIDE UK
2008-116,2008,20793000.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,OUTSIDE UK
2009-116,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,OUTSIDE UK
2010-116,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020520,ID,CUR,CG,OUTSIDE UK
2004-117,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,SCOTLAND
2005-117,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,SCOTLAND
2006-117,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,SCOTLAND
2007-117,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,SCOTLAND
2008-117,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,SCOTLAND
2009-117,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,SCOTLAND
2010-117,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,SCOTLAND
2004-118,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,WALES
2005-118,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,WALES
2006-118,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,WALES
2007-118,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,WALES
2008-118,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,WALES
2009-118,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,WALES
2010-118,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,WALES
2004-119,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,NORTHERN IRELAND
2005-119,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,NORTHERN IRELAND
2006-119,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,NORTHERN IRELAND
2007-119,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,NORTHERN IRELAND
2008-119,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,NORTHERN IRELAND
2009-119,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,NORTHERN IRELAND
2010-119,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,NORTHERN IRELAND
2004-120,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_North East
2005-120,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_North East
2006-120,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_North East
2007-120,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_North East
2008-120,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_North East
2009-120,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_North East
2010-120,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_North East
2004-121,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_North West
2005-121,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_North West
2006-121,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_North West
2007-121,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_North West
2008-121,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_North West
2009-121,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_North West
2010-121,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_North West
2004-122,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2005-122,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2006-122,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2007-122,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2008-122,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2009-122,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2010-122,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2004-123,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_East Midlands
2005-123,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_East Midlands
2006-123,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_East Midlands
2007-123,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_East Midlands
2008-123,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_East Midlands
2009-123,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_East Midlands
2010-123,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_East Midlands
2004-124,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_West Midlands
2005-124,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_West Midlands
2006-124,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_West Midlands
2007-124,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_West Midlands
2008-124,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_West Midlands
2009-124,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_West Midlands
2010-124,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_West Midlands
2004-125,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_East
2005-125,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_East
2006-125,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_East
2007-125,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_East
2008-125,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_East
2009-125,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_East
2010-125,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_East
2004-126,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_London
2005-126,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_London
2006-126,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_London
2007-126,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_London
2008-126,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_London
2009-126,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_London
2010-126,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_London
2004-127,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_South East
2005-127,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_South East
2006-127,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_South East
2007-127,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_South East
2008-127,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_South East
2009-127,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_South East
2010-127,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_South East
2004-128,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_South West
2005-128,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_South West
2006-128,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_South West
2007-128,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_South West
2008-128,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_South West
2009-128,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_South West
2010-128,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,ENGLAND_South West
2004-129,2004,140952000.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,OUTSIDE UK
2005-129,2005,164517000.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,OUTSIDE UK
2006-129,2006,198255000.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,OUTSIDE UK
2007-129,2007,204855000.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,OUTSIDE UK
2008-129,2008,253325000.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,OUTSIDE UK
2009-129,2009,353430000.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,OUTSIDE UK
2010-129,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020522,ID,CUR,CG,OUTSIDE UK
2004-130,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,SCOTLAND
2005-130,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,SCOTLAND
2006-130,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,SCOTLAND
2007-130,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,SCOTLAND
2008-130,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,SCOTLAND
2009-130,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,SCOTLAND
2010-130,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,SCOTLAND
2004-131,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,WALES
2005-131,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,WALES
2006-131,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,WALES
2007-131,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,WALES
2008-131,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,WALES
2009-131,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,WALES
2010-131,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,WALES
2004-132,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,NORTHERN IRELAND
2005-132,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,NORTHERN IRELAND
2006-132,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,NORTHERN IRELAND
2007-132,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,NORTHERN IRELAND
2008-132,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,NORTHERN IRELAND
2009-132,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,NORTHERN IRELAND
2010-132,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,NORTHERN IRELAND
2004-133,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_North East
2005-133,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_North East
2006-133,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_North East
2007-133,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_North East
2008-133,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_North East
2009-133,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_North East
2010-133,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_North East
2004-134,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_North West
2005-134,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_North West
2006-134,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_North West
2007-134,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_North West
2008-134,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_North West
2009-134,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_North West
2010-134,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_North West
2004-135,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2005-135,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2006-135,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2007-135,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2008-135,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2009-135,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2010-135,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_Yorkshire and The Humber
2004-136,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_East Midlands
2005-136,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_East Midlands
2006-136,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_East Midlands
2007-136,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_East Midlands
2008-136,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_East Midlands
2009-136,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_East Midlands
2010-136,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_East Midlands
2004-137,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_West Midlands
2005-137,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_West Midlands
2006-137,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_West Midlands
2007-137,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_West Midlands
2008-137,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_West Midlands
2009-137,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_West Midlands
2010-137,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_West Midlands
2004-138,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_East
2005-138,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_East
2006-138,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_East
2007-138,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_East
2008-138,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_East
2009-138,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_East
2010-138,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_East
2004-139,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_London
2005-139,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_London
2006-139,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_London
2007-139,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_London
2008-139,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_London
2009-139,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_London
2010-139,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_London
2004-140,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_South East
2005-140,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_South East
2006-140,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_South East
2007-140,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_South East
2008-140,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_South East
2009-140,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_South East
2010-140,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_South East
2004-141,2004,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_South West
2005-141,2005,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_South West
2006-141,2006,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_South West
2007-141,2007,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_South West
2008-141,2008,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_South West
2009-141,2009,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_South West
2010-141,2010,0.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,ENGLAND_South West
2004-142,2004,84707000.00,Dept027,01,01.1,01.1.3,P22 S020523,ID,CUR,CG,OUTSIDE UK
